,Reviews,Remarks
2322,RT @aajtak: दिल्ली में  बाढ़ के खतरे को देखते हुए यमुना के पास रह रहे लोगों को टेंट में शिफ्ट किया गया है. सुनिए लोगों की सरकार से क्या है…,neutral
2323,RT @aajtak: दिल्ली में गांधीनगर साइड से लोहे के पुल को बंद कर रखा है ऐसे मे लोगों को दिक्कत हो रही है जो लोग राजघाट जाना चाहते हैं। उन लो…,neutral
2324,"RT @aajtak: दिल्ली में यमुना का जलस्‍तर बढ़ा. इसके बारे में ज़्यादा जानकारी दे रहें हैं हमारे संवाददाता @AajGothi
#ReporterDiary
More video…",neutral
2325,"RT @aajtak: यमुना का जलस्तर बढ़ने के कारण यमुना बेल्ट के आसपास रहने वाले लोग वहां से शिफ्ट होने की कगार पर है #ReporterDiary
@AajGothi 
अन्…",neutral
2326,RT @aajtak: हम लोहे के पुल के ऊपर चढ़े और वहां से यमुना का नजारा दिखाया. यहां ट्रेन रूट भी बंद कर दिया गया है जिससे कई ट्रेंस डाइवर्ट की गई…,neutral
2327,"RT @aajtak: दिल्ली में खतरे के निशान से ऊपर बह रही है यमुना नदी. अभी और बढ़ेगा पानी का स्तर...
देखिए आजतक संवाददाता @manideep_shrma और @Aaj…",neutral
2328,"RT @TanseemHaider: 8 दरिंदों ने बकरी के साथ किया गैंगरेप, घटना के बाद बेजुबान की मौत via @aajtak https://t.co/iswILJMl6v",neutral
2329,RT @DilliAajtaktv: दिल्ली के नत्थू कॉलोनी अंडरपास के ऊपर पुल का एक हिस्सा टूट गया है जिससे कभी भी हादसा हो सकता है.जिस तरह से राजधानी में…,neutral
2330,"RT @itsparvezsagar: दिल्लीः अज्ञात बदमाशों ने कारोबारी को मारी गोली, हालत गंभीर
https://t.co/bjN4pTvsNv
-
@Aajtak @JurmAajtak @DelhiPolice…",neutral
2331,"RT @itsparvezsagar: आत्महत्या और हत्या के बीच उलझी है एयरहोस्टेस की मौत की पहेली?
https://t.co/rAvKSzgUv6
-
@Aajtak @JurmAajtak @DelhiPolic…",neutral
2332,RT @aajtak: दिल्ली में लगातार बारिश से जगह-जगह जलभराव की समस्या हो रही है. सीलमपुर मेट्रो स्टेशन के बाहर पानी भरने से लोगों को खासी दिक्क…,neutral
2333,RT @aajtak: दिल्ली के छावला इलाके में स्थित गौशाला में पिछले 2 दिनों में 36 गायों की मौत हो चुकी है. 20 एकड़ में फैली इस गौशाला में करीबन 1…,neutral
